Name,Description,Time
LEGO Table Time,Play at our LEGO table Wednesday-Saturday from 10:00am-1:00pm in our early literacy corner! For Children ages 0-5 and their caregivers.,2025-03-24 14:56:28.000000
Family Board Games and Building Blocks,"Family Board Games and Building Blocks 

Join us in the children's room on select Saturdays from 10am-2pm for an assortment of fun family friendly activities, such as a selection of board games and assorted building blocks, including LEGO bricks, for all ages. There is something for everyone! 

For kids of all ages and their caregivers! 

This program will take place in our 2nd floor children's room. 

Please note this is a passive program.",2025-03-24 19:33:57.000000
Crocheting/Knitting Circle at Sedgwick,Join us for a relaxing morning of Crotcheting and Knitting.  Supplies are available,2025-03-25 02:17:41.000000
R.E.A.D. to a Therapy Dog,"Dogs can’t read but they can be great listeners! Enjoy individual no-pressure reading time with a licensed therapy dog.

Children can sign up to read approximately 15 minutes each during the R.E.A.D. session. Spots are limited and registration is required. To register please call or stop by the Webster Library in person. We ask that families sign up for at most two sessions each month, in order to allow more families to participate. For ages 5-12.

Reading Education Assistance Dogs®
	R.E.A.D. ®…",2025-03-24 19:38:23.000000
Online - Book Discussion: The Henna Artist by Alka Joshi,"Join us to discuss The Henna Artist by Alka Joshi.

Vivid and compelling in its portrait of one woman’s struggle for fulfillment in a society pivoting between the traditional and the modern, The Henna Artist opens a door into a world that is at once lush and fascinating, stark and cruel.
	
	Escaping from an abusive marriage, seventeen-year-old Lakshmi makes her way alone to the vibrant 1950s pink city of Jaipur. There she becomes the most highly requested henna artist—and confidante—to the wealt…",2025-03-24 23:58:34.000000
Family Morning Matinee,"This event will take place in-person at the Pelham Parkway-Van Nest Library.

Relive your childhood with cartoons from our library collection! Come to the library for a relaxing time watching classic cartoons.  We’ll watch animated movies or TV shows and enjoy a quiet Saturday morning. And we will also be providing readlikes from our collection.  We hope to see you there! 

For Children, Teens and Adults",2025-03-24 20:28:24.000000
NYPL Green: Balcony Gardening and Cultivating Green Urban Spaces (In Person),This event takes place in person at the Riverdale Library on the outside patio. Join staff from the Riverdale Library for a program about cultivating pollinator friendly herbs. Add green space to your balcony with beautiful potted herbs. Containers will be provided and participants will be able to take home their new plants.,2025-03-24 12:47:30.000000
Knitting/Crochet Group!,"Looking to show off your latest  creation? Need help starting that knitted baby blanket you’ve been promising yourself you’d make? Want to learn how to crochet?

Why not stop by our textile meet-up group! Participants are welcomed to bring their current projects to share with the group. Open to all skill levels. Join for a friendly discussion and maybe find a new hobby!

The group meets on the second Saturday of every month.

Patrons are encouraged to bring their own materials!",2025-03-24 14:20:58.000000
Morning Coffee & Books,"This event is online only. Bring your current read(s) and your favorite beverage to our Morning Coffee & Books discussion.  In this book club, we encourage you to talk with others about what you are reading, listening to, watching, and brewing.  Share your opinion of the book, read your favorite excerpts, discuss similar works you enjoyed, and listen to what others have to say about the books they are reading.  

	

	Come for the conversations, stay for the recommendations!

	This is a virtu…",2025-03-24 13:44:56.000000
BookFlix: If Beale Street Could Talk,"A Tale of Two Mediums


  


Step one: Stop by the branch to pick up a copy of James Baldwin's classic 1974 novel, If Beale Street Could Talk.

Step two: Read the book!

Step three: Come to the library on the afternoon of Saturday, May 13th for a screening of Barry Jenkins' award-winning 2018 film adaptation starring KiKi Layne, Stephan James, and Regina King. Discussion to follow.",2025-03-25 03:59:31.000000
Family Storytime,"This event will take place in person at Throgs Neck Library. Join the Throgs Neck branch Children's Library staff for songs, rhymes, and favorite read-aloud books in the this storytime that's fun for the whole family. For young children of all ages. Ideal for caregivers with multi-aged children. For ages 0-5. 

Caregivers must be present with their child in order for both to participate.",2025-03-24 21:42:53.000000
Intermediate Level Conversation Classes - IN PERSON,"This event will take place IN PERSON at the Francis Martin Library.

Conversation Classes: We Speak NYC

For adult English language learners (age 16 and up)

Practice English by watching We Speak NYC videos and discussing them with adults from around the world!

NO registration needed! Just come to a conversation class!",2025-03-24 21:59:24.000000
Toddlers in Rhythm!,"This program will take place in person at Allerton Library.

In this movement workshop for parents/caretakers and their little ones, we will explore the fundamentals of rhythm and movement, using the lens of African Dance. Listening to the beat of the drum, participants and their parents will explore their range of movement and feel how the rhythm moves them to their core! We will use rhythm and stories to bridge the distance between us and keep on moving to a connected beat.

For ages 2-6 with…",2025-03-24 22:49:42.000000
R.E.A.D. to a Therapy Dog,"Dogs can’t read but they can be great listeners! Enjoy individual no-pressure reading time with a licensed therapy dog.

Children can sign up to read approximately 15 minutes each during the R.E.A.D. session. Spots are limited and registration is required. To register please call or stop by the Yorkville Library in person. For ages 5-12.

 

Reading Education Assistance Dogs®
	R.E.A.D. ® is the 1st and foremost comprehensive reading to therapy dogs support program helping to improve children’s l…",2025-03-24 20:10:30.000000
Crazy Rich Asians (2018),"*This event will take place in person at Macombs Bridge Library*

“Crazy Rich Asians” follows native New Yorker Rachel Chu (Constance Wu) as she accompanies her longtime boyfriend, Nick Young (Henry Golding), to his best friend’s wedding in Singapore. Excited about visiting Asia for the first time but nervous about meeting Nick’s family, Rachel is unprepared to learn that Nick has neglected to mention a few key details about his life. It turns out that he is not only the scion of one of the coun…",2025-03-24 16:08:11.000000
Music and Movement,"This event will take place in the New Dorp Library. Join us  for one  hour of  dancing, singing  and movement activities and a fun craft!  For ages 2 to 5 years old with parent/caregiver.",2025-03-25 00:52:48.000000
"The Saturday Book Club: ""Malibu Rising"" by Taylor Jenkins Reid","This event will take place in person at the Charleston Library.

Join us one Saturday a month, where we discuss our title pick!

For this month we will be discussing:  Malibu Rising  by Taylor Jenkins Reid.

""August 1983...it's the day of Nina Riva's annual end of summer party, and everyone wants to be there. The Riva siblings are famous: Nina, the talented surfer and model; brothers Jay and Hud, one is a championship surfer and one is a photographer; and their baby sister Kit. Everyone is fasic…",2025-03-24 13:03:15.000000
